label,eval_calls,doc_write_calls,settimeout_string_calls,function_constructor_calls,iframe_creations,form_creations,dynamic_script_injections,network_js_xhr_open_calls,network_js_fetch_calls,network_js_ws_constructor_calls,cdp_network_requests_total,cdp_network_requests_document,cdp_network_requests_script,cdp_network_requests_fetch,cdp_network_requests_other,cdp_websocket_connections_created,time_to_first_dom_modification_ms,total_script_duration_ms,total_task_duration_ms,analysis_duration_s
0,0,0,0,1,0,0,0,0,0,0,71,2,22,0,47,0,223.59999999403954,0.0,0.0,4.337912559509277
0,0,0,1,1,0,0,2,1,0,0,113,3,7,2,101,0,518.8999999761581,0.0,0.0,7.089486837387085
0,9,0,0,1,1,0,1,2,0,0,287,13,52,62,160,0,182.09500002861023,0.0,0.0,4.4008893966674805
0,0,0,0,1,0,0,0,1,7,0,68,1,44,7,16,0,223.59999999403954,0.0,0.0,4.224282741546631
0,0,1,0,1,0,0,2,0,0,0,11,1,4,0,6,0,293.5999999642372,15.372,81.223,31.35571479797364
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,223.59999999403954,0.0,0.0,3.217261552810669
0,57,0,0,1,0,0,4,5,5,0,163,11,61,8,83,0,1853.399999976158,0.0,0.0,7.765374660491943
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,223.59999999403954,0.0,0.0,3.624507188796997
0,0,0,0,2,0,0,22,10,1,0,307,19,69,11,208,0,566.5999999642372,0.0,0.0,5.474205732345581
0,0,0,0,1,0,0,6,7,4,0,37,1,8,4,24,0,318.80000001192093,0.0,0.0,4.077247381210327
0,0,0,0,1,7,0,26,4,3,0,239,6,67,3,163,0,596.5,0.0,0.0,4.139346361160278
0,0,0,0,1,0,0,2,5,4,0,108,4,47,4,53,0,874.8000000119209,0.0,0.0,5.663646459579468
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,223.59999999403954,0.0,0.0,3.5002074241638184
0,4,0,11,1,9,0,2,8,3,0,283,22,48,6,207,0,1278.0,0.0,0.0,5.884141206741333
0,0,0,0,1,0,0,2,13,1,0,237,2,18,1,216,0,153.39999997615814,0.0,0.0,4.4666383266448975
0,0,0,0,1,1,0,10,1,16,0,42,3,9,16,14,0,102.10000002384186,0.0,0.0,5.03994083404541
0,0,0,0,1,0,0,0,1,0,0,10,1,2,0,7,0,223.59999999403954,58.745,102.869,30.420339822769165
0,3,0,0,1,6,0,19,15,31,0,156,12,49,31,64,0,1279.399999976158,812.265,1283.952,54.49480509757996
0,0,0,0,1,1,0,2,6,1,0,26,1,12,1,12,0,1674.300000011921,0.0,0.0,5.339587688446045
0,0,0,0,1,1,0,0,0,1,0,26,4,3,1,18,0,455.8000000119209,0.0,0.0,5.677173614501953
0,0,0,0,1,0,0,0,1,0,0,10,1,3,0,6,0,223.59999999403954,0.0,0.0,3.560920476913452
0,0,0,0,1,3,0,46,1,21,5,230,4,111,23,92,5,783.1999999880791,2092.167,3448.899,33.45302200317383
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,3,0,223.59999999403954,0.0,0.0,3.5850656032562256
0,8,0,0,1,1,0,1,1,0,0,10,3,4,0,3,0,82.65499997138977,0.0,0.0,3.54512095451355
0,0,0,0,1,0,0,0,0,0,0,260,11,72,70,107,0,223.59999999403954,0.0,0.0,3.570927858352661
0,43,0,0,1,6,0,47,9,40,0,220,9,55,41,115,0,719.0,1413.874,2454.548,32.56804442405701
0,0,0,0,1,10,0,45,13,19,0,279,4,128,22,125,0,1385.100000023842,564.329,3969.828,33.68500018119812
0,4,3,0,1,14,0,40,21,13,0,202,15,65,14,108,0,1089.899999976158,0.0,0.0,6.421964883804321
0,0,0,0,1,0,0,0,0,0,0,9,4,0,0,5,0,36.10000002384186,0.0,0.0,3.345459222793579
0,0,0,0,1,0,0,0,0,0,0,532,38,180,79,235,0,17.299999952316284,0.0,0.0,3.684265375137329
0,0,0,0,1,0,0,6,7,4,0,40,1,8,4,27,0,534.0,161.31300000000002,295.487,32.15749382972717
0,25,0,0,1,0,0,2,0,1,0,35,4,14,1,16,0,142.89999997615814,0.0,0.0,4.708347797393799
0,0,0,0,1,3,0,21,6,6,0,220,5,72,14,129,0,251.5,0.0,0.0,4.512446880340576
0,93,0,0,1,4,0,49,11,15,0,125,6,49,15,55,0,906.6999999880792,0.0,0.0,4.3198325634002686
0,0,0,0,1,0,0,6,7,4,0,49,1,8,4,36,0,278.0,0.0,0.0,4.0412373542785645
0,1,0,0,1,1,0,2,0,3,0,13,5,4,4,0,0,1747.300000011921,0.0,0.0,7.261066436767578
0,0,0,0,1,0,0,0,0,0,0,318,10,97,44,167,0,223.59999999403954,0.0,0.0,3.43838119506836
0,0,0,0,1,0,0,0,0,0,0,421,19,108,90,204,0,223.59999999403954,0.0,0.0,5.207064390182495
0,0,0,0,1,0,0,0,0,9,0,66,2,11,6,47,0,816.2999999523163,0.0,0.0,4.997511148452759
0,1,0,0,1,9,0,11,14,7,0,403,9,95,9,290,0,168.5999999642372,0.0,0.0,5.619837522506714
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,4.899999976158142,1.57,39.043,30.51119637489319
0,0,0,0,1,11,0,8,9,1,0,79,11,16,1,51,0,885.5999999642372,0.0,0.0,6.291078567504883
0,31,0,0,1,10,0,35,8,8,0,134,20,40,10,64,0,887.1999999880791,0.0,0.0,7.039052724838257
0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,3,0,20.80000001192093,0.0,0.0,3.3544857501983643
0,0,10,0,17,5,0,58,8,15,0,116,2,65,15,34,0,2816.600000023842,0.0,0.0,7.371386289596558
0,0,0,0,1,0,0,0,0,0,0,95,7,22,1,65,0,14.900000035762789,0.0,0.0,3.839038372039795
0,22,0,0,1,5,0,14,5,13,0,171,7,68,13,83,0,1239.300000011921,0.0,0.0,6.41562557220459
0,13,0,0,50,40,0,39,24,53,0,357,25,110,88,134,0,785.7999999523163,1746.3,5025.094,35.61521792411804
0,30,0,0,1,21,0,62,16,18,0,261,22,64,45,130,0,604.6000000238419,0.0,0.0,7.244879245758057
0,0,0,0,1,1,0,4,2,5,0,106,5,56,4,41,0,332.69999998807907,0.0,0.0,4.746531248092651
0,0,0,0,1,0,0,8,4,11,0,358,6,67,31,254,0,1304.7999999523165,0.0,0.0,6.537458896636963
0,0,0,0,1,0,0,1,2,1,0,73,4,13,1,55,0,971.600000023842,0.0,0.0,7.230391025543213
0,1,0,0,1,4,0,62,5,45,0,309,8,40,45,216,0,3816.0,1152.638,5881.138,52.863706827163696
0,0,0,0,1,0,0,6,7,4,0,40,1,8,4,27,0,360.3999999761581,167.017,314.76300000000003,30.942748546600345
0,226,0,0,42,5,0,11,0,10,0,410,46,88,158,118,0,1291.0,0.0,0.0,6.72416615486145
0,0,0,0,1,0,0,6,7,4,0,39,1,8,4,26,0,197.79999995231628,163.809,306.023,30.729681730270386
0,7,0,0,18,1,0,4,6,1,0,295,6,12,1,276,0,774.0,0.0,0.0,6.081193923950195
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,223.59999999403954,0.0,0.0,3.179651021957397
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,3,0,223.59999999403954,0.0,0.0,4.142482280731201
0,20,0,0,2,26,0,40,19,36,15,361,28,85,61,187,15,1303.600000023842,1203.4879999999998,6588.691,34.01969313621521
0,0,0,0,1,0,0,6,7,4,0,39,1,8,4,26,0,237.5999999642372,160.515,301.173,30.78529453277588
0,138,2,0,1,11,0,14,16,11,0,231,16,69,24,122,0,1015.6999999880792,0.0,0.0,5.870477437973023
0,6,0,0,1,4,0,2,5,0,0,21,5,6,0,10,0,360.19999998807907,0.0,0.0,7.401297330856323
0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,7,0,223.59999999403954,0.0,0.0,4.110263824462891
0,0,1,0,1,1,0,2,2,1,0,59,3,17,1,38,0,487.1999999880791,0.0,0.0,6.845209836959839
0,0,0,0,1,1,0,6,5,3,0,75,4,36,4,31,0,318.7999999523163,0.0,0.0,4.606526136398315
0,0,0,0,1,0,0,6,7,4,0,38,1,8,4,25,0,241.60000002384183,0.0,0.0,3.8934736251831055
0,0,0,0,1,1,0,2,4,0,0,314,15,125,14,160,0,180.30000001192093,0.0,0.0,5.631073713302612
0,0,0,0,1,0,0,6,3,1,0,26,1,12,1,12,0,904.899999976158,0.0,0.0,5.0680832862854
0,6,0,0,1,2,0,21,4,2,0,74,4,24,2,44,0,351.80000001192093,0.0,0.0,6.782128095626831
0,0,1,0,1,0,0,0,0,0,0,8,2,1,0,5,0,223.59999999403954,0.0,0.0,3.6911563873291016
0,28,0,0,2,3,0,33,5,7,0,183,7,55,7,114,0,1760.699999988079,0.0,0.0,8.059648513793945
0,0,0,0,1,0,0,6,7,4,0,38,1,8,4,25,0,274.10000002384186,0.0,0.0,4.041345834732056
0,33,0,0,1,7,0,52,12,24,0,172,5,59,25,83,0,488.6999999880791,0.0,0.0,6.060980081558228
0,0,0,0,158,0,0,30,1,0,0,189,1,90,0,98,0,857.3000000119209,0.0,0.0,6.586164236068726
0,0,0,0,1,0,0,0,0,0,0,8,1,1,0,6,0,223.59999999403954,0.0,0.0,3.878507375717163
0,0,0,0,1,0,0,6,7,4,0,49,4,8,4,33,0,265.0,0.0,0.0,3.821100950241089
0,0,1,0,1,4,0,1,0,4,0,73,1,36,5,31,0,757.3000000119209,261.151,973.409,33.45724415779114
0,0,0,0,2,0,0,14,3,5,0,137,9,37,16,75,0,929.7999999523164,0.0,0.0,6.306948184967041
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,0,223.59999999403954,0.0,0.0,4.0121378898620605
0,0,0,0,1,2,0,14,3,5,0,58,4,21,5,28,0,534.3999999761581,191.871,456.667,33.29762291908264
0,0,0,0,2,9,0,8,14,4,0,80,10,18,4,48,0,1830.6000000238416,280.659,697.859,55.50337290763855
0,0,0,0,1,0,0,5,1,0,0,184,9,63,4,108,0,444.1999999880791,0.0,0.0,4.93234920501709
0,1,0,0,4,2,0,20,25,24,0,414,7,110,38,259,0,587.9000000357628,0.0,0.0,5.114387273788452
0,0,1,0,1,5,0,9,4,4,0,206,9,48,8,141,0,1224.800000011921,0.0,0.0,7.113255977630615
0,0,0,0,1,1,0,1,5,1,0,71,3,28,2,38,0,1355.5999999642372,0.0,0.0,5.2276647090911865
0,0,1,0,1,1,0,2,4,2,0,97,1,12,2,82,0,1695.7000000476835,0.0,0.0,7.341878414154053
0,0,0,0,1,1,0,1,4,7,0,391,17,106,115,153,0,525.6999999880791,0.0,0.0,3.701812505722046
0,0,0,0,1,0,0,1,4,5,0,100,4,7,5,84,0,663.5,0.0,0.0,4.57563328742981
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,223.59999999403954,0.0,0.0,3.223209857940674
0,0,0,0,1,0,0,15,5,21,0,232,14,77,40,101,0,571.6000000238419,0.0,0.0,6.759981870651245
0,0,0,0,1,2,0,44,6,12,0,167,1,83,13,70,0,933.3000000119208,0.0,0.0,6.41552209854126
0,0,0,0,1,0,0,6,7,4,0,38,1,8,4,25,0,227.4000000357628,0.0,0.0,4.068517208099365
0,3,0,0,1,21,0,58,7,17,0,198,27,71,17,83,0,1214.5999999642372,0.0,0.0,5.225616931915283
0,0,0,0,1,3,0,5,3,6,1,55,5,20,6,24,0,361.5,0.0,0.0,4.627171039581299
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,14.0,0.0,0.0,3.898015022277832
0,7,0,0,1,0,0,67,6,10,0,136,2,63,11,60,0,1410.899999976158,0.0,0.0,4.6819682121276855
0,24,0,0,1,2,0,38,8,14,0,131,3,74,14,40,0,572.2999999523163,0.0,0.0,4.140380144119263
0,0,0,0,1,0,0,0,0,0,0,18,3,0,0,15,0,50.79999995231629,0.0,0.0,3.198532819747925
0,0,0,0,1,1,0,2,0,2,0,16,3,3,3,7,0,1755.5,0.0,0.0,5.066564321517944
0,3826,0,0,1,16,0,80,7,19,0,304,6,91,21,186,0,468.8000000119209,0.0,0.0,6.197632074356079
0,0,0,0,1,0,0,0,0,0,0,341,26,73,82,160,0,54.0,0.0,0.0,3.274949550628662
0,0,0,0,1,12,0,12,1,1,0,93,18,32,1,42,0,615.4000000357628,0.0,0.0,4.120812177658081
0,40,0,0,1,2,0,156,2,12,0,227,1,154,13,59,0,362.5999999642372,0.0,0.0,3.653256893157959
0,0,0,0,1,0,0,1,1,2,0,52,2,14,2,34,0,310.69999998807907,0.0,0.0,4.345954418182373
0,0,0,0,1,6,0,12,10,6,0,126,5,17,7,97,0,901.600000023842,0.0,0.0,5.222086191177368
0,12,0,0,1,0,0,7,2,5,0,149,2,37,7,103,0,1096.0999999642372,0.0,0.0,6.818310499191284
0,0,0,0,1,0,0,6,7,4,0,37,1,8,4,24,0,284.39999997615814,0.0,0.0,4.193240165710449
0,0,0,0,1,0,0,6,7,4,0,37,1,8,4,24,0,308.69999998807907,0.0,0.0,3.942976951599121
0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,1,0,223.59999999403954,0.0,0.0,4.184861421585083
0,89,0,0,15,14,0,30,15,58,0,169,16,37,64,52,0,975.5999999642372,0.0,0.0,7.283830642700195
0,0,0,0,1,0,0,0,0,0,0,11,3,0,0,8,0,223.59999999403954,0.0,0.0,5.019599676132202
0,1,0,0,1,1,0,2,0,2,0,15,5,4,4,2,0,1766.5,0.0,0.0,7.620053291320801
0,0,0,0,1,0,0,7,2,0,0,71,1,27,0,43,0,1565.5,0.0,0.0,5.788162708282471
0,0,0,0,1,2,0,15,2,34,2,149,7,54,39,49,0,997.5999999642372,0.0,0.0,4.182811260223389
0,0,0,0,1,0,0,6,7,4,0,38,1,8,4,25,0,340.5,0.0,0.0,4.02208948135376
0,0,0,0,1,0,0,4,5,2,0,35,4,6,2,23,0,244.80000001192093,0.0,0.0,5.1500020027160645
0,0,0,0,1,0,0,6,7,4,0,559,27,222,39,271,0,256.30000001192093,0.0,0.0,4.049166917800903
0,23776,0,0,1,2,1,50,1,23,0,131,3,54,23,51,0,214.5,0.0,0.0,5.586865186691284
0,0,0,0,2,0,0,82,7,6,0,298,2,67,7,222,1,639.3000000119209,832.448,2303.147,45.80418276786804
0,0,0,0,1,0,0,12,2,1,0,113,3,20,1,89,0,597.8000000119209,380.877,1110.993,31.342998504638672
0,0,0,0,1,0,0,0,1,0,0,8,1,1,1,5,0,223.59999999403954,0.0,0.0,3.4786550998687744
0,9,0,0,1,0,0,0,2,0,0,128,8,15,1,104,0,2359.475000023842,0.0,0.0,3.996870994567871
0,9,0,0,1,0,0,1,3,1,0,24,3,8,2,11,0,226.62999999523163,0.0,0.0,4.23456335067749
0,9,0,0,1,1,0,1,1,0,0,25,12,5,3,5,0,110.94999998807909,0.0,0.0,4.296285152435303
0,0,0,0,1,0,0,0,1,0,0,188,8,49,63,68,0,223.59999999403954,0.0,0.0,3.4109928607940674
0,0,1,0,1,4,0,5,3,2,0,79,6,20,2,51,0,369.6999999880791,0.0,0.0,4.4474053382873535
0,0,0,0,1,0,0,12,1,1,0,364,19,123,55,167,0,538.5,0.0,0.0,4.4434778690338135
0,5,0,0,1,9,0,3,4,4,2,166,2,39,4,121,0,1053.4000000357628,0.0,0.0,7.554625034332275
0,0,0,0,1,0,0,0,0,0,0,234,11,42,34,147,0,17.899999976158142,0.0,0.0,3.40230655670166
0,4,0,0,1,10,0,32,21,12,0,127,6,31,12,78,0,631.6999999880791,0.0,0.0,4.364686012268066
0,306,0,0,13,6,0,36,6,9,0,87,8,19,9,51,0,409.60000002384186,0.0,0.0,5.7022552490234375
0,0,0,0,1,37,0,31,18,37,0,639,25,120,74,420,0,283.10000002384186,0.0,0.0,7.226862907409668
0,0,0,0,1,0,1,2,1,1,0,108,2,19,1,86,0,753.6000000238419,0.0,0.0,6.68827748298645
0,0,0,0,1,2,0,15,6,5,0,65,4,23,5,33,0,549.1999999880791,0.0,0.0,5.906136751174927
0,0,0,0,1,0,0,0,0,0,0,21,4,1,2,14,0,223.59999999403954,0.0,0.0,3.9924795627594
0,0,0,0,3,3,0,12,3,2,0,152,7,53,2,90,0,2163.0,0.0,0.0,7.443907499313354
0,0,1,0,1,4,0,6,3,2,0,80,6,21,2,51,0,525.1999999880791,675.1080000000001,1820.458,31.70954132080078
0,0,0,0,1,1,0,1,6,0,0,25,1,12,0,12,0,340.5,0.0,0.0,3.940174102783203
0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,3,0,223.59999999403954,0.0,0.0,5.62460470199585
0,0,0,0,1,0,0,0,0,0,0,8,4,0,0,4,0,26.0,0.0,0.0,4.224862337112427
0,0,0,0,1,1,0,0,2,3,0,100,1,28,3,68,0,429.1999999880791,0.0,0.0,4.193934917449951
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,223.59999999403954,0.0,0.0,3.145394086837769
0,23,0,0,2,15,0,21,15,7,0,230,29,68,34,99,0,1809.0999999642368,0.0,0.0,8.054559469223022
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,6.599999964237213,1.571,39.474,30.209343910217285
0,0,0,0,1,0,0,6,7,4,0,39,1,8,4,26,0,243.30000001192093,161.50400000000002,302.374,31.08516454696656
0,0,0,0,1,2,0,3,1,2,0,187,4,16,2,165,0,594.3000000119209,0.0,0.0,5.898766040802002
0,0,0,1,1,2,0,43,5,12,0,138,2,51,12,73,0,792.6000000238419,0.0,0.0,4.270675897598267
0,0,0,0,1,0,0,6,7,4,0,37,1,8,4,24,0,265.60000002384186,0.0,0.0,3.895833730697632
0,0,0,0,1,0,0,0,0,0,0,52,11,16,4,21,0,12.100000023841858,0.0,0.0,3.168390274047852
0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,1,0,223.59999999403954,0.0,0.0,4.320135831832886
0,32,0,0,1,6,0,24,3,8,0,98,8,29,8,53,0,354.69999998807907,0.0,0.0,5.759890079498291
0,0,0,0,1,11,0,12,8,4,0,89,9,34,4,42,0,879.0999999642372,0.0,0.0,5.912227153778076
0,0,0,0,1,0,0,0,0,0,0,62,6,2,0,54,0,223.59999999403954,5.638,244.223,32.7786819934845
0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,4,0,18.5,0.0,0.0,3.614432811737061
0,9,0,0,1,0,0,0,2,0,0,13,3,5,0,5,0,2876.425000011921,0.0,0.0,4.139162302017212
0,2,0,0,5,22,0,188,29,43,0,324,15,157,56,96,0,933.899999976158,0.0,0.0,7.47028923034668
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,23.60000002384185,0.0,0.0,3.1468873023986816
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,223.59999999403954,0.0,0.0,3.6821000576019287
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,12.800000011920927,1.384,44.432,30.200912952423096
0,0,0,0,1,0,0,6,7,4,0,37,1,8,4,24,0,303.89999997615814,0.0,0.0,3.877330780029297
0,0,0,0,1,0,0,9,1,5,0,64,1,24,6,33,0,701.8000000119209,0.0,0.0,6.0742833614349365
0,7,0,0,22,1,0,7,5,12,1,339,2,17,12,308,0,1002.100000023842,0.0,0.0,6.10336184501648
0,0,0,0,1,3,0,50,4,16,0,273,5,58,16,194,0,396.7999999523163,555.61,899.806,32.14816904067993
0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,4,0,29.5,0.0,0.0,3.332040786743164
0,9,0,0,1,1,0,1,1,0,0,15,5,6,0,4,0,96.73499995470048,0.0,0.0,3.8749091625213614
